,Province/State,Country/Region,Lat,Long,Date,Confirmed
34036,Guadeloupe,France,16.265,-61.551,5/31/20,138
34037,Martinique,France,14.6415,-61.0242,5/31/20,98
34038,Mayotte,France,-12.8275,45.166244,5/31/20,1385
34039,New Caledonia,France,-20.904305,165.618042,5/31/20,18
34040,Reunion,France,-21.1151,55.5364,5/31/20,411
34041,Saint Barthelemy,France,17.9,-62.8333,5/31/20,6
34042,Saint Pierre and Miquelon,France,46.8852,-56.3159,5/31/20,1
34043,St Martin,France,18.0708,-63.0501,5/31/20,33
34044,Wallis and Futuna,France,-14.2938,-178.1165,5/31/20,0
34045,,France,46.2276,2.2137,5/31/20,66123
34295,French Guiana,France,3.9339,-53.1258,6/1/20,200
34296,French Polynesia,France,-17.6797,149.4068,6/1/20,60
34297,Guadeloupe,France,16.265,-61.551,6/1/20,138
34298,Martinique,France,14.6415,-61.0242,6/1/20,98
34299,Mayotte,France,-12.8275,45.166244,6/1/20,1473
34300,New Caledonia,France,-20.904305,165.618042,6/1/20,18
34301,Reunion,France,-21.1151,55.5364,6/1/20,411
34302,Saint Barthelemy,France,17.9,-62.8333,6/1/20,6
34303,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/1/20,1
34304,St Martin,France,18.0708,-63.0501,6/1/20,33
34305,Wallis and Futuna,France,-14.2938,-178.1165,6/1/20,0
34306,,France,46.2276,2.2137,6/1/20,66120
34556,French Guiana,France,3.9339,-53.1258,6/2/20,207
34557,French Polynesia,France,-17.6797,149.4068,6/2/20,60
34558,Guadeloupe,France,16.265,-61.551,6/2/20,138
34559,Martinique,France,14.6415,-61.0242,6/2/20,98
34560,Mayotte,France,-12.8275,45.166244,6/2/20,1473
34561,New Caledonia,France,-20.904305,165.618042,6/2/20,18
34562,Reunion,France,-21.1151,55.5364,6/2/20,411
34563,Saint Barthelemy,France,17.9,-62.8333,6/2/20,6
34564,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/2/20,1
34565,St Martin,France,18.0708,-63.0501,6/2/20,33
34566,Wallis and Futuna,France,-14.2938,-178.1165,6/2/20,0
34567,,France,46.2276,2.2137,6/2/20,66485
34817,French Guiana,France,3.9339,-53.1258,6/3/20,254
34818,French Polynesia,France,-17.6797,149.4068,6/3/20,60
34819,Guadeloupe,France,16.265,-61.551,6/3/20,138
34820,Martinique,France,14.6415,-61.0242,6/3/20,98
34821,Mayotte,France,-12.8275,45.166244,6/3/20,1523
34822,New Caledonia,France,-20.904305,165.618042,6/3/20,18
34823,Reunion,France,-21.1151,55.5364,6/3/20,411
34824,Saint Barthelemy,France,17.9,-62.8333,6/3/20,6
34825,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/3/20,1
34826,St Martin,France,18.0708,-63.0501,6/3/20,33
34827,Wallis and Futuna,France,-14.2938,-178.1165,6/3/20,0
34828,,France,46.2276,2.2137,6/3/20,67031
35078,French Guiana,France,3.9339,-53.1258,6/4/20,296
35079,French Polynesia,France,-17.6797,149.4068,6/4/20,60
35080,Guadeloupe,France,16.265,-61.551,6/4/20,138
35081,Martinique,France,14.6415,-61.0242,6/4/20,98
35082,Mayotte,France,-12.8275,45.166244,6/4/20,1523
35083,New Caledonia,France,-20.904305,165.618042,6/4/20,18
35084,Reunion,France,-21.1151,55.5364,6/4/20,411
35085,Saint Barthelemy,France,17.9,-62.8333,6/4/20,6
35086,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/4/20,1
35087,St Martin,France,18.0708,-63.0501,6/4/20,33
35088,Wallis and Futuna,France,-14.2938,-178.1165,6/4/20,0
35089,,France,46.2276,2.2137,6/4/20,67510
35339,French Guiana,France,3.9339,-53.1258,6/5/20,321
35340,French Polynesia,France,-17.6797,149.4068,6/5/20,60
35341,Guadeloupe,France,16.265,-61.551,6/5/20,144
35342,Martinique,France,14.6415,-61.0242,6/5/20,98
35343,Mayotte,France,-12.8275,45.166244,6/5/20,1523
35344,New Caledonia,France,-20.904305,165.618042,6/5/20,18
35345,Reunion,France,-21.1151,55.5364,6/5/20,411
35346,Saint Barthelemy,France,17.9,-62.8333,6/5/20,6
35347,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/5/20,1
35348,St Martin,France,18.0708,-63.0501,6/5/20,33
35349,Wallis and Futuna,France,-14.2938,-178.1165,6/5/20,0
35350,,France,46.2276,2.2137,6/5/20,68007
35600,French Guiana,France,3.9339,-53.1258,6/6/20,348
35601,French Polynesia,France,-17.6797,149.4068,6/6/20,60
35602,Guadeloupe,France,16.265,-61.551,6/6/20,144
35603,Martinique,France,14.6415,-61.0242,6/6/20,98
35604,Mayotte,France,-12.8275,45.166244,6/6/20,1523
35605,New Caledonia,France,-20.904305,165.618042,6/6/20,18
35606,Reunion,France,-21.1151,55.5364,6/6/20,411
35607,Saint Barthelemy,France,17.9,-62.8333,6/6/20,6
35608,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/6/20,1
35609,St Martin,France,18.0708,-63.0501,6/6/20,33
35610,Wallis and Futuna,France,-14.2938,-178.1165,6/6/20,0
35611,,France,46.2276,2.2137,6/6/20,68282
35861,French Guiana,France,3.9339,-53.1258,6/7/20,383
35862,French Polynesia,France,-17.6797,149.4068,6/7/20,60
35863,Guadeloupe,France,16.265,-61.551,6/7/20,144
35864,Martinique,France,14.6415,-61.0242,6/7/20,98
35865,Mayotte,France,-12.8275,45.166244,6/7/20,1523
35866,New Caledonia,France,-20.904305,165.618042,6/7/20,19
35867,Reunion,France,-21.1151,55.5364,6/7/20,411
35868,Saint Barthelemy,France,17.9,-62.8333,6/7/20,6
35869,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/7/20,1
35870,St Martin,France,18.0708,-63.0501,6/7/20,33
35871,Wallis and Futuna,France,-14.2938,-178.1165,6/7/20,0
35872,,France,46.2276,2.2137,6/7/20,68283
36122,French Guiana,France,3.9339,-53.1258,6/8/20,400
36123,French Polynesia,France,-17.6797,149.4068,6/8/20,60
36124,Guadeloupe,France,16.265,-61.551,6/8/20,144
36125,Martinique,France,14.6415,-61.0242,6/8/20,98
36126,Mayotte,France,-12.8275,45.166244,6/8/20,1654
36127,New Caledonia,France,-20.904305,165.618042,6/8/20,20
36128,Reunion,France,-21.1151,55.5364,6/8/20,447
36129,Saint Barthelemy,France,17.9,-62.8333,6/8/20,6
36130,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/8/20,1
36131,St Martin,France,18.0708,-63.0501,6/8/20,33
36132,Wallis and Futuna,France,-14.2938,-178.1165,6/8/20,0
36133,,France,46.2276,2.2137,6/8/20,68319
36383,French Guiana,France,3.9339,-53.1258,6/9/20,427
36384,French Polynesia,France,-17.6797,149.4068,6/9/20,60
36385,Guadeloupe,France,16.265,-61.551,6/9/20,144
36386,Martinique,France,14.6415,-61.0242,6/9/20,98
36387,Mayotte,France,-12.8275,45.166244,6/9/20,1654
36388,New Caledonia,France,-20.904305,165.618042,6/9/20,20
36389,Reunion,France,-21.1151,55.5364,6/9/20,447
36390,Saint Barthelemy,France,17.9,-62.8333,6/9/20,6
36391,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/9/20,1
36392,St Martin,France,18.0708,-63.0501,6/9/20,33
36393,Wallis and Futuna,France,-14.2938,-178.1165,6/9/20,0
36394,,France,46.2276,2.2137,6/9/20,68736
36644,French Guiana,France,3.9339,-53.1258,6/10/20,457
36645,French Polynesia,France,-17.6797,149.4068,6/10/20,60
36646,Guadeloupe,France,16.265,-61.551,6/10/20,144
36647,Martinique,France,14.6415,-61.0242,6/10/20,98
36648,Mayotte,France,-12.8275,45.166244,6/10/20,1654
36649,New Caledonia,France,-20.904305,165.618042,6/10/20,20
36650,Reunion,France,-21.1151,55.5364,6/10/20,447
36651,Saint Barthelemy,France,17.9,-62.8333,6/10/20,6
36652,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/10/20,1
36653,St Martin,France,18.0708,-63.0501,6/10/20,33
36654,Wallis and Futuna,France,-14.2938,-178.1165,6/10/20,0
36655,,France,46.2276,2.2137,6/10/20,69032
36905,French Guiana,France,3.9339,-53.1258,6/11/20,462
36906,French Polynesia,France,-17.6797,149.4068,6/11/20,60
36907,Guadeloupe,France,16.265,-61.551,6/11/20,144
36908,Martinique,France,14.6415,-61.0242,6/11/20,98
36909,Mayotte,France,-12.8275,45.166244,6/11/20,1654
36910,New Caledonia,France,-20.904305,165.618042,6/11/20,20
36911,Reunion,France,-21.1151,55.5364,6/11/20,447
36912,Saint Barthelemy,France,17.9,-62.8333,6/11/20,6
36913,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/11/20,1
36914,St Martin,France,18.0708,-63.0501,6/11/20,33
36915,Wallis and Futuna,France,-14.2938,-178.1165,6/11/20,0
36916,,France,46.2276,2.2137,6/11/20,69344
37166,French Guiana,France,3.9339,-53.1258,6/12/20,489
37167,French Polynesia,France,-17.6797,149.4068,6/12/20,60
37168,Guadeloupe,France,16.265,-61.551,6/12/20,157
37169,Martinique,France,14.6415,-61.0242,6/12/20,98
37170,Mayotte,France,-12.8275,45.166244,6/12/20,1790
37171,New Caledonia,France,-20.904305,165.618042,6/12/20,20
37172,Reunion,France,-21.1151,55.5364,6/12/20,460
37173,Saint Barthelemy,France,17.9,-62.8333,6/12/20,6
37174,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/12/20,1
37175,St Martin,France,18.0708,-63.0501,6/12/20,36
37176,Wallis and Futuna,France,-14.2938,-178.1165,6/12/20,0
37177,,France,46.2276,2.2137,6/12/20,69578
37427,French Guiana,France,3.9339,-53.1258,6/13/20,520
37428,French Polynesia,France,-17.6797,149.4068,6/13/20,60
37429,Guadeloupe,France,16.265,-61.551,6/13/20,157
37430,Martinique,France,14.6415,-61.0242,6/13/20,98
37431,Mayotte,France,-12.8275,45.166244,6/13/20,1790
37432,New Caledonia,France,-20.904305,165.618042,6/13/20,20
37433,Reunion,France,-21.1151,55.5364,6/13/20,460
37434,Saint Barthelemy,France,17.9,-62.8333,6/13/20,6
37435,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/13/20,1
37436,St Martin,France,18.0708,-63.0501,6/13/20,36
37437,Wallis and Futuna,France,-14.2938,-178.1165,6/13/20,0
37438,,France,46.2276,2.2137,6/13/20,69783
37688,French Guiana,France,3.9339,-53.1258,6/14/20,534
37689,French Polynesia,France,-17.6797,149.4068,6/14/20,60
37690,Guadeloupe,France,16.265,-61.551,6/14/20,157
37691,Martinique,France,14.6415,-61.0242,6/14/20,98
37692,Mayotte,France,-12.8275,45.166244,6/14/20,1790
37693,New Caledonia,France,-20.904305,165.618042,6/14/20,20
37694,Reunion,France,-21.1151,55.5364,6/14/20,460
37695,Saint Barthelemy,France,17.9,-62.8333,6/14/20,6
37696,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/14/20,1
37697,St Martin,France,18.0708,-63.0501,6/14/20,36
37698,Wallis and Futuna,France,-14.2938,-178.1165,6/14/20,0
37699,,France,46.2276,2.2137,6/14/20,69820
37949,French Guiana,France,3.9339,-53.1258,6/15/20,552
37950,French Polynesia,France,-17.6797,149.4068,6/15/20,60
37951,Guadeloupe,France,16.265,-61.551,6/15/20,157
37952,Martinique,France,14.6415,-61.0242,6/15/20,98
37953,Mayotte,France,-12.8275,45.166244,6/15/20,2058
37954,New Caledonia,France,-20.904305,165.618042,6/15/20,21
37955,Reunion,France,-21.1151,55.5364,6/15/20,460
37956,Saint Barthelemy,France,17.9,-62.8333,6/15/20,6
37957,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/15/20,1
37958,St Martin,France,18.0708,-63.0501,6/15/20,36
37959,Wallis and Futuna,France,-14.2938,-178.1165,6/15/20,0
37960,,France,46.2276,2.2137,6/15/20,69719
38210,French Guiana,France,3.9339,-53.1258,6/16/20,619
38211,French Polynesia,France,-17.6797,149.4068,6/16/20,60
38212,Guadeloupe,France,16.265,-61.551,6/16/20,157
38213,Martinique,France,14.6415,-61.0242,6/16/20,98
38214,Mayotte,France,-12.8275,45.166244,6/16/20,2058
38215,New Caledonia,France,-20.904305,165.618042,6/16/20,21
38216,Reunion,France,-21.1151,55.5364,6/16/20,460
38217,Saint Barthelemy,France,17.9,-62.8333,6/16/20,6
38218,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/16/20,1
38219,St Martin,France,18.0708,-63.0501,6/16/20,36
38220,Wallis and Futuna,France,-14.2938,-178.1165,6/16/20,0
38221,,France,46.2276,2.2137,6/16/20,69943
38471,French Guiana,France,3.9339,-53.1258,6/17/20,663
38472,French Polynesia,France,-17.6797,149.4068,6/17/20,60
38473,Guadeloupe,France,16.265,-61.551,6/17/20,157
38474,Martinique,France,14.6415,-61.0242,6/17/20,98
38475,Mayotte,France,-12.8275,45.166244,6/17/20,2066
38476,New Caledonia,France,-20.904305,165.618042,6/17/20,21
38477,Reunion,France,-21.1151,55.5364,6/17/20,460
38478,Saint Barthelemy,France,17.9,-62.8333,6/17/20,6
38479,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/17/20,1
38480,St Martin,France,18.0708,-63.0501,6/17/20,36
38481,Wallis and Futuna,France,-14.2938,-178.1165,6/17/20,0
38482,,France,46.2276,2.2137,6/17/20,70223
38732,French Guiana,France,3.9339,-53.1258,6/18/20,784
38733,French Polynesia,France,-17.6797,149.4068,6/18/20,60
38734,Guadeloupe,France,16.265,-61.551,6/18/20,157
38735,Martinique,France,14.6415,-61.0242,6/18/20,98
38736,Mayotte,France,-12.8275,45.166244,6/18/20,2066
38737,New Caledonia,France,-20.904305,165.618042,6/18/20,21
38738,Reunion,France,-21.1151,55.5364,6/18/20,460
38739,Saint Barthelemy,France,17.9,-62.8333,6/18/20,6
38740,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/18/20,1
38741,St Martin,France,18.0708,-63.0501,6/18/20,36
38742,Wallis and Futuna,France,-14.2938,-178.1165,6/18/20,0
38743,,France,46.2276,2.2137,6/18/20,70322
38993,French Guiana,France,3.9339,-53.1258,6/19/20,840
38994,French Polynesia,France,-17.6797,149.4068,6/19/20,60
38995,Guadeloupe,France,16.265,-61.551,6/19/20,157
38996,Martinique,France,14.6415,-61.0242,6/19/20,98
38997,Mayotte,France,-12.8275,45.166244,6/19/20,2066
38998,New Caledonia,France,-20.904305,165.618042,6/19/20,21
38999,Reunion,France,-21.1151,55.5364,6/19/20,460
39000,Saint Barthelemy,France,17.9,-62.8333,6/19/20,6
39001,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/19/20,1
39002,St Martin,France,18.0708,-63.0501,6/19/20,36
39003,Wallis and Futuna,France,-14.2938,-178.1165,6/19/20,0
39004,,France,46.2276,2.2137,6/19/20,70496
39254,French Guiana,France,3.9339,-53.1258,6/20/20,890
39255,French Polynesia,France,-17.6797,149.4068,6/20/20,60
39256,Guadeloupe,France,16.265,-61.551,6/20/20,157
39257,Martinique,France,14.6415,-61.0242,6/20/20,98
39258,Mayotte,France,-12.8275,45.166244,6/20/20,2066
39259,New Caledonia,France,-20.904305,165.618042,6/20/20,21
39260,Reunion,France,-21.1151,55.5364,6/20/20,460
39261,Saint Barthelemy,France,17.9,-62.8333,6/20/20,6
39262,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/20/20,1
39263,St Martin,France,18.0708,-63.0501,6/20/20,36
39264,Wallis and Futuna,France,-14.2938,-178.1165,6/20/20,0
39265,,France,46.2276,2.2137,6/20/20,70641
39515,French Guiana,France,3.9339,-53.1258,6/21/20,930
39516,French Polynesia,France,-17.6797,149.4068,6/21/20,60
39517,Guadeloupe,France,16.265,-61.551,6/21/20,157
39518,Martinique,France,14.6415,-61.0242,6/21/20,98
39519,Mayotte,France,-12.8275,45.166244,6/21/20,2066
39520,New Caledonia,France,-20.904305,165.618042,6/21/20,21
39521,Reunion,France,-21.1151,55.5364,6/21/20,460
39522,Saint Barthelemy,France,17.9,-62.8333,6/21/20,6
39523,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/21/20,1
39524,St Martin,France,18.0708,-63.0501,6/21/20,36
39525,Wallis and Futuna,France,-14.2938,-178.1165,6/21/20,0
39526,,France,46.2276,2.2137,6/21/20,70661
39776,French Guiana,France,3.9339,-53.1258,6/22/20,972
39777,French Polynesia,France,-17.6797,149.4068,6/22/20,60
39778,Guadeloupe,France,16.265,-61.551,6/22/20,157
39779,Martinique,France,14.6415,-61.0242,6/22/20,98
39780,Mayotte,France,-12.8275,45.166244,6/22/20,2188
39781,New Caledonia,France,-20.904305,165.618042,6/22/20,21
39782,Reunion,France,-21.1151,55.5364,6/22/20,460
39783,Saint Barthelemy,France,17.9,-62.8333,6/22/20,6
39784,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/22/20,1
39785,St Martin,France,18.0708,-63.0501,6/22/20,36
39786,Wallis and Futuna,France,-14.2938,-178.1165,6/22/20,0
39787,,France,46.2276,2.2137,6/22/20,70737
40037,French Guiana,France,3.9339,-53.1258,6/23/20,1016
40038,French Polynesia,France,-17.6797,149.4068,6/23/20,60
40039,Guadeloupe,France,16.265,-61.551,6/23/20,157
40040,Martinique,France,14.6415,-61.0242,6/23/20,98
40041,Mayotte,France,-12.8275,45.166244,6/23/20,2188
40042,New Caledonia,France,-20.904305,165.618042,6/23/20,21
40043,Reunion,France,-21.1151,55.5364,6/23/20,460
40044,Saint Barthelemy,France,17.9,-62.8333,6/23/20,6
40045,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/23/20,1
40046,St Martin,France,18.0708,-63.0501,6/23/20,36
40047,Wallis and Futuna,France,-14.2938,-178.1165,6/23/20,0
40048,,France,46.2276,2.2137,6/23/20,70952
40298,French Guiana,France,3.9339,-53.1258,6/24/20,1056
40299,French Polynesia,France,-17.6797,149.4068,6/24/20,60
40300,Guadeloupe,France,16.265,-61.551,6/24/20,157
40301,Martinique,France,14.6415,-61.0242,6/24/20,98
40302,Mayotte,France,-12.8275,45.166244,6/24/20,2218
40303,New Caledonia,France,-20.904305,165.618042,6/24/20,21
40304,Reunion,France,-21.1151,55.5364,6/24/20,460
40305,Saint Barthelemy,France,17.9,-62.8333,6/24/20,6
40306,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/24/20,1
40307,St Martin,France,18.0708,-63.0501,6/24/20,36
40308,Wallis and Futuna,France,-14.2938,-178.1165,6/24/20,0
40309,,France,46.2276,2.2137,6/24/20,71138
40559,French Guiana,France,3.9339,-53.1258,6/25/20,1096
40560,French Polynesia,France,-17.6797,149.4068,6/25/20,60
40561,Guadeloupe,France,16.265,-61.551,6/25/20,157
40562,Martinique,France,14.6415,-61.0242,6/25/20,98
40563,Mayotte,France,-12.8275,45.166244,6/25/20,2218
40564,New Caledonia,France,-20.904305,165.618042,6/25/20,21
40565,Reunion,France,-21.1151,55.5364,6/25/20,460
40566,Saint Barthelemy,France,17.9,-62.8333,6/25/20,6
40567,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/25/20,1
40568,St Martin,France,18.0708,-63.0501,6/25/20,36
40569,Wallis and Futuna,France,-14.2938,-178.1165,6/25/20,0
40570,,France,46.2276,2.2137,6/25/20,71322
40820,French Guiana,France,3.9339,-53.1258,6/26/20,1166
40821,French Polynesia,France,-17.6797,149.4068,6/26/20,60
40822,Guadeloupe,France,16.265,-61.551,6/26/20,157
40823,Martinique,France,14.6415,-61.0242,6/26/20,98
40824,Mayotte,France,-12.8275,45.166244,6/26/20,2218
40825,New Caledonia,France,-20.904305,165.618042,6/26/20,21
40826,Reunion,France,-21.1151,55.5364,6/26/20,460
40827,Saint Barthelemy,France,17.9,-62.8333,6/26/20,6
40828,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/26/20,1
40829,St Martin,France,18.0708,-63.0501,6/26/20,36
40830,Wallis and Futuna,France,-14.2938,-178.1165,6/26/20,0
40831,,France,46.2276,2.2137,6/26/20,71550
41081,French Guiana,France,3.9339,-53.1258,6/27/20,1249
41082,French Polynesia,France,-17.6797,149.4068,6/27/20,60
41083,Guadeloupe,France,16.265,-61.551,6/27/20,157
41084,Martinique,France,14.6415,-61.0242,6/27/20,98
41085,Mayotte,France,-12.8275,45.166244,6/27/20,2218
41086,New Caledonia,France,-20.904305,165.618042,6/27/20,21
41087,Reunion,France,-21.1151,55.5364,6/27/20,472
41088,Saint Barthelemy,France,17.9,-62.8333,6/27/20,6
41089,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/27/20,1
41090,St Martin,France,18.0708,-63.0501,6/27/20,36
41091,Wallis and Futuna,France,-14.2938,-178.1165,6/27/20,0
41092,,France,46.2276,2.2137,6/27/20,71455
41342,French Guiana,France,3.9339,-53.1258,6/28/20,1249
41343,French Polynesia,France,-17.6797,149.4068,6/28/20,60
41344,Guadeloupe,France,16.265,-61.551,6/28/20,157
41345,Martinique,France,14.6415,-61.0242,6/28/20,98
41346,Mayotte,France,-12.8275,45.166244,6/28/20,2218
41347,New Caledonia,France,-20.904305,165.618042,6/28/20,21
41348,Reunion,France,-21.1151,55.5364,6/28/20,472
41349,Saint Barthelemy,France,17.9,-62.8333,6/28/20,6
41350,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/28/20,1
41351,St Martin,France,18.0708,-63.0501,6/28/20,37
41352,Wallis and Futuna,France,-14.2938,-178.1165,6/28/20,0
41353,,France,46.2276,2.2137,6/28/20,71455
41603,French Guiana,France,3.9339,-53.1258,6/29/20,1352
41604,French Polynesia,France,-17.6797,149.4068,6/29/20,60
41605,Guadeloupe,France,16.265,-61.551,6/29/20,157
41606,Martinique,France,14.6415,-61.0242,6/29/20,98
41607,Mayotte,France,-12.8275,45.166244,6/29/20,2325
41608,New Caledonia,France,-20.904305,165.618042,6/29/20,21
41609,Reunion,France,-21.1151,55.5364,6/29/20,472
41610,Saint Barthelemy,France,17.9,-62.8333,6/29/20,6
41611,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/29/20,1
41612,St Martin,France,18.0708,-63.0501,6/29/20,37
41613,Wallis and Futuna,France,-14.2938,-178.1165,6/29/20,0
41614,,France,46.2276,2.2137,6/29/20,71595
41864,French Guiana,France,3.9339,-53.1258,6/30/20,1508
41865,French Polynesia,France,-17.6797,149.4068,6/30/20,60
41866,Guadeloupe,France,16.265,-61.551,6/30/20,157
41867,Martinique,France,14.6415,-61.0242,6/30/20,98
41868,Mayotte,France,-12.8275,45.166244,6/30/20,2325
41869,New Caledonia,France,-20.904305,165.618042,6/30/20,21
41870,Reunion,France,-21.1151,55.5364,6/30/20,472
41871,Saint Barthelemy,France,17.9,-62.8333,6/30/20,6
41872,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/30/20,1
41873,St Martin,France,18.0708,-63.0501,6/30/20,37
41874,Wallis and Futuna,France,-14.2938,-178.1165,6/30/20,0
41875,,France,46.2276,2.2137,6/30/20,71714
42125,French Guiana,France,3.9339,-53.1258,7/1/20,1602
42126,French Polynesia,France,-17.6797,149.4068,7/1/20,60
42127,Guadeloupe,France,16.265,-61.551,7/1/20,157
42128,Martinique,France,14.6415,-61.0242,7/1/20,98
42129,Mayotte,France,-12.8275,45.166244,7/1/20,2341
42130,New Caledonia,France,-20.904305,165.618042,7/1/20,21
42131,Reunion,France,-21.1151,55.5364,7/1/20,472
42132,Saint Barthelemy,France,17.9,-62.8333,7/1/20,6
42133,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/1/20,1
42134,St Martin,France,18.0708,-63.0501,7/1/20,37
42135,Wallis and Futuna,France,-14.2938,-178.1165,7/1/20,0
42136,,France,46.2276,2.2137,7/1/20,71879
42386,French Guiana,France,3.9339,-53.1258,7/2/20,1680
42387,French Polynesia,France,-17.6797,149.4068,7/2/20,60
42388,Guadeloupe,France,16.265,-61.551,7/2/20,157
42389,Martinique,France,14.6415,-61.0242,7/2/20,98
42390,Mayotte,France,-12.8275,45.166244,7/2/20,2341
42391,New Caledonia,France,-20.904305,165.618042,7/2/20,21
42392,Reunion,France,-21.1151,55.5364,7/2/20,472
42393,Saint Barthelemy,France,17.9,-62.8333,7/2/20,6
42394,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/2/20,1
42395,St Martin,France,18.0708,-63.0501,7/2/20,37
42396,Wallis and Futuna,France,-14.2938,-178.1165,7/2/20,0
42397,,France,46.2276,2.2137,7/2/20,72054
42647,French Guiana,France,3.9339,-53.1258,7/3/20,1777
42648,French Polynesia,France,-17.6797,149.4068,7/3/20,60
42649,Guadeloupe,France,16.265,-61.551,7/3/20,157
42650,Martinique,France,14.6415,-61.0242,7/3/20,98
42651,Mayotte,France,-12.8275,45.166244,7/3/20,2375
42652,New Caledonia,France,-20.904305,165.618042,7/3/20,21
42653,Reunion,France,-21.1151,55.5364,7/3/20,472
42654,Saint Barthelemy,France,17.9,-62.8333,7/3/20,6
42655,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/3/20,1
42656,St Martin,France,18.0708,-63.0501,7/3/20,37
42657,Wallis and Futuna,France,-14.2938,-178.1165,7/3/20,0
42658,,France,46.2276,2.2137,7/3/20,72181
42908,French Guiana,France,3.9339,-53.1258,7/4/20,1866
42909,French Polynesia,France,-17.6797,149.4068,7/4/20,60
42910,Guadeloupe,France,16.265,-61.551,7/4/20,157
42911,Martinique,France,14.6415,-61.0242,7/4/20,98
42912,Mayotte,France,-12.8275,45.166244,7/4/20,2375
42913,New Caledonia,France,-20.904305,165.618042,7/4/20,21
42914,Reunion,France,-21.1151,55.5364,7/4/20,472
42915,Saint Barthelemy,France,17.9,-62.8333,7/4/20,6
42916,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/4/20,1
42917,St Martin,France,18.0708,-63.0501,7/4/20,37
42918,Wallis and Futuna,France,-14.2938,-178.1165,7/4/20,0
42919,,France,46.2276,2.2137,7/4/20,72092
43169,French Guiana,France,3.9339,-53.1258,7/5/20,1866
43170,French Polynesia,France,-17.6797,149.4068,7/5/20,60
43171,Guadeloupe,France,16.265,-61.551,7/5/20,157
43172,Martinique,France,14.6415,-61.0242,7/5/20,98
43173,Mayotte,France,-12.8275,45.166244,7/5/20,2375
43174,New Caledonia,France,-20.904305,165.618042,7/5/20,21
43175,Reunion,France,-21.1151,55.5364,7/5/20,472
43176,Saint Barthelemy,France,17.9,-62.8333,7/5/20,6
43177,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/5/20,1
43178,St Martin,France,18.0708,-63.0501,7/5/20,37
43179,Wallis and Futuna,France,-14.2938,-178.1165,7/5/20,0
43180,,France,46.2276,2.2137,7/5/20,72092
43430,French Guiana,France,3.9339,-53.1258,7/6/20,1984
43431,French Polynesia,France,-17.6797,149.4068,7/6/20,60
43432,Guadeloupe,France,16.265,-61.551,7/6/20,157
43433,Martinique,France,14.6415,-61.0242,7/6/20,98
43434,Mayotte,France,-12.8275,45.166244,7/6/20,2375
43435,New Caledonia,France,-20.904305,165.618042,7/6/20,21
43436,Reunion,France,-21.1151,55.5364,7/6/20,472
43437,Saint Barthelemy,France,17.9,-62.8333,7/6/20,6
43438,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/6/20,1
43439,St Martin,France,18.0708,-63.0501,7/6/20,37
43440,Wallis and Futuna,France,-14.2938,-178.1165,7/6/20,0
43441,,France,46.2276,2.2137,7/6/20,72233
43691,French Guiana,France,3.9339,-53.1258,7/7/20,2119
43692,French Polynesia,France,-17.6797,149.4068,7/7/20,60
43693,Guadeloupe,France,16.265,-61.551,7/7/20,157
43694,Martinique,France,14.6415,-61.0242,7/7/20,98
43695,Mayotte,France,-12.8275,45.166244,7/7/20,2446
43696,New Caledonia,France,-20.904305,165.618042,7/7/20,21
43697,Reunion,France,-21.1151,55.5364,7/7/20,472
43698,Saint Barthelemy,France,17.9,-62.8333,7/7/20,6
43699,Saint Pierre and Miquelon,France,46.8852,-56.3159,7/7/20,1
